nct_id,intervention_name,intervention_type,condition,phase,overall_status,sponsor,smiles
NCT03173053,Doxycycline,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Trimethoprim,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Sulfamethoxazole/trimethoprim,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Clindamycin,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Clarithromycin,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Ciprofloxacin,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Fusidic Acid,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Rifampin,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Chlorhexidine,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Mupirocin,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT03173053,Betadine,DRUG,Staphylococcus Aureus; Motility Disorder,na,TERMINATED,Radboud University Medical Center,
NCT02058537,Bethanechol,DRUG,Eosinophilic Esophagitis (EoE),phase2,TERMINATED,University of Iowa,
NCT00726037,Ontak,DRUG,Metastatic Pancreatic Cancer,phase2,TERMINATED,Loyola University,
NCT02959437,Azacitidine,DRUG,Solid Tumors; Advanced Malignancies; Metastatic Cancer,phase1; phase2,TERMINATED,Incyte Corporation,
NCT02959437,Pembrolizumab,DRUG,Solid Tumors; Advanced Malignancies; Metastatic Cancer,phase1; phase2,TERMINATED,Incyte Corporation,
NCT02959437,Epacadostat,DRUG,Solid Tumors; Advanced Malignancies; Metastatic Cancer,phase1; phase2,TERMINATED,Incyte Corporation,
NCT02959437,INCB057643,DRUG,Solid Tumors; Advanced Malignancies; Metastatic Cancer,phase1; phase2,TERMINATED,Incyte Corporation,
NCT02959437,Pembrolizumab,DRUG,Solid Tumors; Advanced Malignancies; Metastatic Cancer,phase1; phase2,TERMINATED,Incyte Corporation,
NCT02959437,Epacadostat,DRUG,Solid Tumors; Advanced Malignancies; Metastatic Cancer,phase1; phase2,TERMINATED,Incyte Corporation,
NCT02959437,INCB059872,DRUG,Solid Tumors; Advanced Malignancies; Metastatic Cancer,phase1; phase2,TERMINATED,Incyte Corporation,
NCT04639245,Atezolizumab,DRUG,Anatomic Stage IV Breast Cancer AJCC v8; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Triple-Negative Breast Carcinoma; Metastatic Urothelial Carcinoma; St,phase1; phase2,TERMINATED,Fred Hutchinson Cancer Center,
NCT04639245,Cyclophosphamide,DRUG,Anatomic Stage IV Breast Cancer AJCC v8; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Triple-Negative Breast Carcinoma; Metastatic Urothelial Carcinoma; St,phase1; phase2,TERMINATED,Fred Hutchinson Cancer Center,
NCT04639245,Fludarabine,DRUG,Anatomic Stage IV Breast Cancer AJCC v8; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Triple-Negative Breast Carcinoma; Metastatic Urothelial Carcinoma; St,phase1; phase2,TERMINATED,Fred Hutchinson Cancer Center,
NCT04639245,MAGE-A1-specific T Cell Receptor-transduced Autologous T-cells,BIOLOGICAL,Anatomic Stage IV Breast Cancer AJCC v8; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Triple-Negative Breast Carcinoma; Metastatic Urothelial Carcinoma; St,phase1; phase2,TERMINATED,Fred Hutchinson Cancer Center,
NCT04639245,PD1 Inhibitor,BIOLOGICAL,Anatomic Stage IV Breast Cancer AJCC v8; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Triple-Negative Breast Carcinoma; Metastatic Urothelial Carcinoma; St,phase1; phase2,TERMINATED,Fred Hutchinson Cancer Center,
NCT03280277,Contrast-enhanced Magnetic Resonance Imaging,PROCEDURE,Locally Advanced Rectal Carcinoma; Stage III Rectal Cancer AJCC v7; Stage IIIA Rectal Cancer AJCC v7; Stage IIIB Rectal Cancer AJCC v7; Stage IIIC Rectal Cancer AJCC v7,early_phase1,TERMINATED,OHSU Knight Cancer Institute,
NCT03280277,Ferumoxytol,DRUG,Locally Advanced Rectal Carcinoma; Stage III Rectal Cancer AJCC v7; Stage IIIA Rectal Cancer AJCC v7; Stage IIIB Rectal Cancer AJCC v7; Stage IIIC Rectal Cancer AJCC v7,early_phase1,TERMINATED,OHSU Knight Cancer Institute,
NCT01620775,MRIs,OTHER,Chronic Low Back Pain; Diabetic Peripheral Neuropathy; Knee Osteoarthritis,na,TERMINATED,University of Michigan,
NCT01620775,Pain testing,OTHER,Chronic Low Back Pain; Diabetic Peripheral Neuropathy; Knee Osteoarthritis,na,TERMINATED,University of Michigan,
NCT03435575,Boosth,DEVICE,Physical Activity; Serious Game; Childhood Obesity; Overweight and Obesity,na,TERMINATED,Maastricht University Medical Center,
NCT06114875,Peer support intervention,BEHAVIORAL,"Distress, Emotional; Suicide",na,TERMINATED,Harvard University,
NCT02689219,Brentuximab Vedotin,DRUG,Germ Cell Tumors; Testis Cancer; Testicular Cancer; Embryonal Carcinoma; Nonseminomatous Germ Cell Tumor,phase2,TERMINATED,Nabil Adra,
NCT02358265,10 mg Rupatadine on demand,DRUG,Chronic Urticaria,phase3,TERMINATED,"Charite University, Berlin, Germany",
NCT02358265,10 mg Rupatadine,DRUG,Chronic Urticaria,phase3,TERMINATED,"Charite University, Berlin, Germany",
NCT02358265,20 mg Rupatadine,DRUG,Chronic Urticaria,phase3,TERMINATED,"Charite University, Berlin, Germany",
NCT02358265,10 mg Rupatadine on demand (sham updosing to 20 mg),DRUG,Chronic Urticaria,phase3,TERMINATED,"Charite University, Berlin, Germany",
NCT03778073,Cosibelimab,DRUG,B-cell Non Hodgkin Lymphoma; Richter's Transformation,phase1,TERMINATED,"TG Therapeutics, Inc.",
NCT03778073,Cosibelimab + Ublituximab + Bendamustine combination,DRUG,B-cell Non Hodgkin Lymphoma; Richter's Transformation,phase1,TERMINATED,"TG Therapeutics, Inc.",
NCT03778073,Cosibelimab + Ublituximab + Bendamustine combination,DRUG,B-cell Non Hodgkin Lymphoma; Richter's Transformation,phase1,TERMINATED,"TG Therapeutics, Inc.",
NCT04731441,Home-based Exercise Program Prior to CRS-HIPEC,BEHAVIORAL,Colon Cancer; Ovarian Cancer; GI Cancer; Gynecologic Cancer,na,TERMINATED,Milton S. Hershey Medical Center,
NCT04731441,Exercise Education,BEHAVIORAL,Colon Cancer; Ovarian Cancer; GI Cancer; Gynecologic Cancer,na,TERMINATED,Milton S. Hershey Medical Center,
NCT00607841,Ispinesib,DRUG,Breast Neoplasms,phase1,TERMINATED,Cytokinetics,
NCT00607841,Ispinesib,DRUG,Breast Neoplasms,phase1,TERMINATED,Cytokinetics,
NCT00607841,Ispinesib,DRUG,Breast Neoplasms,phase1,TERMINATED,Cytokinetics,
NCT01555554,Propranolol Hydrochloride,DRUG,Post-traumatic Stress Disorder,na,TERMINATED,"University of California, San Francisco",
NCT01555554,Placebo,OTHER,Post-traumatic Stress Disorder,na,TERMINATED,"University of California, San Francisco",
NCT00549822,Letrozole,DRUG,Breast Cancer,phase2,TERMINATED,Massachusetts General Hospital,
NCT00426829,Bevacizumab,DRUG,Liver Cancer; Hepatocellular Carcinoma; Cholangiocarcinoma,phase1,TERMINATED,M.D. Anderson Cancer Center,
NCT00426829,Proton Radiation Therapy,RADIATION,Liver Cancer; Hepatocellular Carcinoma; Cholangiocarcinoma,phase1,TERMINATED,M.D. Anderson Cancer Center,
NCT02913131,Pyruvate (13C),DRUG,Prostate Cancer,phase1; phase2,TERMINATED,Rahul Aggarwal,
NCT02913131,MRI,DEVICE,Prostate Cancer,phase1; phase2,TERMINATED,Rahul Aggarwal,
NCT05071053,Ramucirumab (CYRAMZA®),DRUG,Adenocarcinoma Gastric; Gastrooesophageal Cancer,phase2,TERMINATED,Sanofi,
NCT05071053,Tusamitamab ravtansine (SAR408701),DRUG,Adenocarcinoma Gastric; Gastrooesophageal Cancer,phase2,TERMINATED,Sanofi,
NCT03986853,Blood sampling,PROCEDURE,Developmental Venous Anomaly,na,TERMINATED,Hopital Foch,
NCT02712437,PROSPECT,BEHAVIORAL,Breast Cancer; Insomnia,na,TERMINATED,University of Michigan Rogel Cancer Center,
NCT04948645,Fosigotifator,DRUG,ALS; Amyotrophic Lateral Sclerosis,phase1,TERMINATED,AbbVie,
NCT04948645,Placebo,DRUG,ALS; Amyotrophic Lateral Sclerosis,phase1,TERMINATED,AbbVie,
NCT00585845,"CRS-207, Live-attenuated Listeria monocytogenes expressing human Mesothelin",BIOLOGICAL,"Malignant Epithelial Mesothelioma; Adenocarcinoma of the Pancreas; Carcinoma, Non-Small-Cell Lung; Adenocarcinoma of the Ovaries",phase1,TERMINATED,"Anza Therapeutics, Inc.",
NCT03958539,3D printed insoles for normal footware,DEVICE,"Diabetes Mellitus; Foot Ulcer, Diabetic; Primary Prevention",na,TERMINATED,Countess of Chester NHS Foundation Trust,
NCT07009977,self-guided mHealth app only,BEHAVIORAL,Alcohol Abuse; Substance Abuse; Post Traumatic Stress Disorder,na,TERMINATED,UConn Health,
NCT07009977,self-guided mHealth app + 'real-time' feedback,BEHAVIORAL,Alcohol Abuse; Substance Abuse; Post Traumatic Stress Disorder,na,TERMINATED,UConn Health,
NCT03139357,"GAD7, SF12, medical utilization, helpfulness questionnaire",OTHER,Life Stress,na,TERMINATED,University of Pittsburgh,
NCT03630601,Photoacoustic Imaging,PROCEDURE,Breast Carcinoma; Healthy Subject; Malignant Soft Tissue Neoplasm; Sarcoma; Skin Carcinoma,na,TERMINATED,Roswell Park Cancer Institute,
NCT00176930,Stem Cell Transplant,BIOLOGICAL,"Leukemia, Myeloid, Chronic; AML; Leukemia, Lymphocytic, Acute; MDS; Leukemia, Lymphocytic, Chronic; JMML; Hodgkin's Disease; Non-hodgkin's Lymphoma; Multiple Myeloma",na,TERMINATED,"Masonic Cancer Center, University of Minnesota",
NCT00176930,Cyclophosphamide,DRUG,"Leukemia, Myeloid, Chronic; AML; Leukemia, Lymphocytic, Acute; MDS; Leukemia, Lymphocytic, Chronic; JMML; Hodgkin's Disease; Non-hodgkin's Lymphoma; Multiple Myeloma",na,TERMINATED,"Masonic Cancer Center, University of Minnesota",
NCT00176930,Total Body Irradiation,RADIATION,"Leukemia, Myeloid, Chronic; AML; Leukemia, Lymphocytic, Acute; MDS; Leukemia, Lymphocytic, Chronic; JMML; Hodgkin's Disease; Non-hodgkin's Lymphoma; Multiple Myeloma",na,TERMINATED,"Masonic Cancer Center, University of Minnesota",
NCT00176930,Busulfan,DRUG,"Leukemia, Myeloid, Chronic; AML; Leukemia, Lymphocytic, Acute; MDS; Leukemia, Lymphocytic, Chronic; JMML; Hodgkin's Disease; Non-hodgkin's Lymphoma; Multiple Myeloma",na,TERMINATED,"Masonic Cancer Center, University of Minnesota",
NCT00176930,Equine ATG (ATGAM),DRUG,"Leukemia, Myeloid, Chronic; AML; Leukemia, Lymphocytic, Acute; MDS; Leukemia, Lymphocytic, Chronic; JMML; Hodgkin's Disease; Non-hodgkin's Lymphoma; Multiple Myeloma",na,TERMINATED,"Masonic Cancer Center, University of Minnesota",
NCT00176930,CD4+/CD25+ cells,BIOLOGICAL,"Leukemia, Myeloid, Chronic; AML; Leukemia, Lymphocytic, Acute; MDS; Leukemia, Lymphocytic, Chronic; JMML; Hodgkin's Disease; Non-hodgkin's Lymphoma; Multiple Myeloma",na,TERMINATED,"Masonic Cancer Center, University of Minnesota",
NCT00613730,Gemcitabine,DRUG,Cancer of Pancreas; Cancer of the Pancreas; Pancreas Cancer; Pancreatic Cancer,phase2,TERMINATED,Amgen,
NCT00613730,panitumumab,DRUG,Cancer of Pancreas; Cancer of the Pancreas; Pancreas Cancer; Pancreatic Cancer,phase2,TERMINATED,Amgen,
NCT01726465,Methylprednisolone,DRUG,"Ischemic Reperfusion Injury; Insufficiency; Hepatic, Postoperative; Liver Tumour",phase2,TERMINATED,Istituto Clinico Humanitas,
NCT01726465,N-acetylcysteine,DRUG,"Ischemic Reperfusion Injury; Insufficiency; Hepatic, Postoperative; Liver Tumour",phase2,TERMINATED,Istituto Clinico Humanitas,
NCT02218567,questionnaire qualilty of life,BEHAVIORAL,Huntington Disease,na,TERMINATED,"University Hospital, Angers",
NCT02218567,psychological interview,BEHAVIORAL,Huntington Disease,na,TERMINATED,"University Hospital, Angers",
NCT02218567,psychological tests,BEHAVIORAL,Huntington Disease,na,TERMINATED,"University Hospital, Angers",
NCT02218567,Motor evaluation,OTHER,Huntington Disease,na,TERMINATED,"University Hospital, Angers",
NCT02218567,Behavioral evaluation,BEHAVIORAL,Huntington Disease,na,TERMINATED,"University Hospital, Angers",
NCT02218567,cognitive tests,BEHAVIORAL,Huntington Disease,na,TERMINATED,"University Hospital, Angers",
NCT02818894,Lidocaine,DRUG,Total Hip Arthroplasty,phase4,TERMINATED,Thomas L Bradbury,
NCT02818894,Bupivacaine,DRUG,Total Hip Arthroplasty,phase4,TERMINATED,Thomas L Bradbury,
NCT00424294,"CP-195,543",DRUG,"Arthritis, Rheumatoid",phase2,TERMINATED,Pfizer,
NCT00424294,celecoxib,DRUG,"Arthritis, Rheumatoid",phase2,TERMINATED,Pfizer,
NCT00424294,Methotrexate,DRUG,"Arthritis, Rheumatoid",phase2,TERMINATED,Pfizer,
NCT00883766,Controlled ovarian hyperstimulation for IVF with a long agonist protocol,OTHER,Polycystic Ovary Syndrome; In Vitro Fertilization,na,TERMINATED,Fundacion Dexeus,
NCT00883766,Controlled ovarian hyperstimulation for IVF with an antagonist protocol,OTHER,Polycystic Ovary Syndrome; In Vitro Fertilization,na,TERMINATED,Fundacion Dexeus,
NCT00942422,defined green tea catechin extract,OTHER,Multiple Myeloma and Plasma Cell Neoplasm; Precancerous Condition,phase2,TERMINATED,Barbara Ann Karmanos Cancer Institute,
NCT00942422,gene expression analysis,OTHER,Multiple Myeloma and Plasma Cell Neoplasm; Precancerous Condition,phase2,TERMINATED,Barbara Ann Karmanos Cancer Institute,
NCT00942422,protein analysis,OTHER,Multiple Myeloma and Plasma Cell Neoplasm; Precancerous Condition,phase2,TERMINATED,Barbara Ann Karmanos Cancer Institute,
NCT00942422,laboratory biomarker analysis,OTHER,Multiple Myeloma and Plasma Cell Neoplasm; Precancerous Condition,phase2,TERMINATED,Barbara Ann Karmanos Cancer Institute,
NCT00258037,Pelvic Floor Muscle training,BEHAVIORAL,Stroke; Urinary Incontinence,phase2,TERMINATED,"Glostrup University Hospital, Copenhagen",
NCT00830401,Treatment of predefined abnormality by hysteroscopic surgery,PROCEDURE,Minor Intra-uterine Abnormalities,phase2,TERMINATED,UMC Utrecht,
NCT00830401,Ofloxacinum/Doxycycline,DRUG,Minor Intra-uterine Abnormalities,phase2,TERMINATED,UMC Utrecht,
NCT02049281,Vintafolide,DRUG,Solid Tumor,phase1,TERMINATED,Endocyte,
NCT02860481,blood sample for FSHR analysis,PROCEDURE,Cancer,na,TERMINATED,Institut Curie,
NCT02860481,blood sample for FSHR analysis,PROCEDURE,Cancer,na,TERMINATED,Institut Curie,
NCT01813019,AFQ056,DRUG,Patient Diagnosed With OCD and Resistant to SSRI Treatment; Failed SSRI Over 12 Weeks at Appropriate Doses,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT01813019,Placebo,DRUG,Patient Diagnosed With OCD and Resistant to SSRI Treatment; Failed SSRI Over 12 Weeks at Appropriate Doses,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT01193530,Bright Light Therapy,OTHER,Advanced Cancers,phase2; phase3,TERMINATED,M.D. Anderson Cancer Center,
NCT01193530,Dim Red Light Therapy,OTHER,Advanced Cancers,phase2; phase3,TERMINATED,M.D. Anderson Cancer Center,
NCT01193530,Questionnaires,BEHAVIORAL,Advanced Cancers,phase2; phase3,TERMINATED,M.D. Anderson Cancer Center,
NCT01193530,Study Diaries,BEHAVIORAL,Advanced Cancers,phase2; phase3,TERMINATED,M.D. Anderson Cancer Center,
NCT01193530,Red Light Litebook,DEVICE,Advanced Cancers,phase2; phase3,TERMINATED,M.D. Anderson Cancer Center,
NCT01193530,Bright Light Litebook,DEVICE,Advanced Cancers,phase2; phase3,TERMINATED,M.D. Anderson Cancer Center,
NCT02447107,Electronic Diary,OTHER,Chronic Pain,na,TERMINATED,Weill Medical College of Cornell University,
NCT02447107,Questionnaire,OTHER,Chronic Pain,na,TERMINATED,Weill Medical College of Cornell University,
NCT04905407,Tamibarotene,DRUG,Acute Myeloid Leukemia,phase2,TERMINATED,Syros Pharmaceuticals,
NCT04905407,Venetoclax,DRUG,Acute Myeloid Leukemia,phase2,TERMINATED,Syros Pharmaceuticals,
NCT04905407,Azacitidine,DRUG,Acute Myeloid Leukemia,phase2,TERMINATED,Syros Pharmaceuticals,
NCT02929407,FE 204205,DRUG,Portal Hypertension,phase1,TERMINATED,Ferring Pharmaceuticals,
NCT02929407,Placebo,DRUG,Portal Hypertension,phase1,TERMINATED,Ferring Pharmaceuticals,
NCT03552692,Venetoclax,DRUG,T-Cell Lymphoma Relapsed; T-Cell Lymphoma Refractory,phase2,TERMINATED,Fondazione Italiana Linfomi - ETS,
NCT03624192,RECELL® Autologous Cell Harvesting Device,DEVICE,Skin; Deformity,na,TERMINATED,Avita Medical,
NCT03624192,Telfa™ Clear and Xeroform™ dressings,OTHER,Skin; Deformity,na,TERMINATED,Avita Medical,
NCT06058156,SAR444656 (KT-474),DRUG,Atopic Dermatitis,phase2,TERMINATED,Sanofi,
NCT06058156,Placebo,DRUG,Atopic Dermatitis,phase2,TERMINATED,Sanofi,
NCT02364856,Analgesia Nociception Index,DEVICE,Cerebral Palsy; Pain; Children,na,TERMINATED,"University Hospital, Lille",
NCT03546556,Fluorothymidine (FLT),DRUG,Graft Vs Host Disease,early_phase1,TERMINATED,UNC Lineberger Comprehensive Cancer Center,
NCT04552756,Seizure Diary,OTHER,High-grade Glioma,na,TERMINATED,University Hospital Schleswig-Holstein,
NCT02063945,Methylphenidate,DRUG,Attention Deficit/Hyperactivity Disorder; Oppositional Defiant Disorder; Conduct Disorder,phase4,TERMINATED,Sheba Medical Center,
NCT02063945,Risperidone,DRUG,Attention Deficit/Hyperactivity Disorder; Oppositional Defiant Disorder; Conduct Disorder,phase4,TERMINATED,Sheba Medical Center,
NCT00890630,Intracervical Balloon Catheter,PROCEDURE,"Fetal Membranes, Premature Rupture; Induced Labor",phase2,TERMINATED,McMaster University,
NCT00890630,Oxytocin,DRUG,"Fetal Membranes, Premature Rupture; Induced Labor",phase2,TERMINATED,McMaster University,
NCT01773330,esophageal manometry,PROCEDURE,Motility Disorder,phase1,TERMINATED,University of Florida,
NCT01773330,Gatorade,OTHER,Motility Disorder,phase1,TERMINATED,University of Florida,
NCT01773330,Supine position,OTHER,Motility Disorder,phase1,TERMINATED,University of Florida,
NCT01773330,Semi-recumbent position,OTHER,Motility Disorder,phase1,TERMINATED,University of Florida,
NCT01773330,Sitting,PROCEDURE,Motility Disorder,phase1,TERMINATED,University of Florida,
NCT01773330,Standing,PROCEDURE,Motility Disorder,phase1,TERMINATED,University of Florida,
NCT03056365,Advanced Nurse (AN),PROCEDURE,Alcohol Dependence,na,TERMINATED,"University Hospital, Lille",
NCT03056365,General Practitioner (GP),PROCEDURE,Alcohol Dependence,na,TERMINATED,"University Hospital, Lille",
NCT01245907,Applied relaxation,BEHAVIORAL,Hot Flashes; Menopause,na,TERMINATED,Mats Hammar,
NCT03822936,Preoperative chemotherapy,DRUG,Cancer of Pancreas; Pancreas Adenocarcinoma; Resectable Pancreatic Cancer,phase2,TERMINATED,CNAO National Center of Oncological Hadrontherapy,
NCT03822936,Preoperative radiotherapy,RADIATION,Cancer of Pancreas; Pancreas Adenocarcinoma; Resectable Pancreatic Cancer,phase2,TERMINATED,CNAO National Center of Oncological Hadrontherapy,
NCT03646344,Heme Arginate 25 MG/ML,DRUG,Renal Transplant Rejection; Renal Transplant Failure,phase3,TERMINATED,University of Edinburgh,
NCT03646344,0.9% Sodium-chloride,DRUG,Renal Transplant Rejection; Renal Transplant Failure,phase3,TERMINATED,University of Edinburgh,
NCT05641545,IVAC,BIOLOGICAL,Advanced Renal Cell Carcinoma,phase1,TERMINATED,SLK Kliniken Heilbronn GmbH,
NCT01920945,OnabotulinumtoxinA,DRUG,New Daily Persistent Headache,phase2,TERMINATED,St. Luke's-Roosevelt Hospital Center,
NCT00486395,CPAP,DEVICE,"Prematurity; Respiratory Distress Syndrome, Newborn",phase3,TERMINATED,Children's & Women's Health Centre of British Columbia,
NCT00486395,Mechanical ventilation,DEVICE,"Prematurity; Respiratory Distress Syndrome, Newborn",phase3,TERMINATED,Children's & Women's Health Centre of British Columbia,
NCT01141075,Ataluren,DRUG,"Amino Acid Metabolism, Inborn Errors",phase2,TERMINATED,PTC Therapeutics,
NCT04087512,Training on perturbation treadmill,OTHER,"Fall Risk, Fall Prevention",na,TERMINATED,Leon Brüll,
NCT04087512,Exercises of dynamic stability under unstable conditions,OTHER,"Fall Risk, Fall Prevention",na,TERMINATED,Leon Brüll,
NCT05256381,Nanrilkefusp Alfa,DRUG,Non-Small Cell Lung Cancer; Colorectal Cancer; Cutaneous Squamous Cell Carcinoma; Hepatocellular Carcinoma; Castration-resistant Prostate Cancer; Ovarian Cancer,phase2,TERMINATED,SOTIO Biotech AG,
NCT05256381,Pembrolizumab,DRUG,Non-Small Cell Lung Cancer; Colorectal Cancer; Cutaneous Squamous Cell Carcinoma; Hepatocellular Carcinoma; Castration-resistant Prostate Cancer; Ovarian Cancer,phase2,TERMINATED,SOTIO Biotech AG,
